trust_code,trust_name,specialty_code,specialty_name,is_surgical_specialty,specialty_inclusion_criteria,total_months,part2a_available_months,latest_part2a_value,latest_total_incomplete_value,part2a_coverage_pct,eligible_for_capacity_simulation
NT406,BMI - THE BLACKHEATH HOSPITAL,502,Gynaecology Service,True,Included: Gynaecology treatment function has admitted operative pathways.,10,10,30.0,254.0,100.0,True
NT406,BMI - THE BLACKHEATH HOSPITAL,130,Ophthalmology Service,True,Included: Ophthalmology treatment function commonly includes operative pathways.,10,10,6.0,56.0,100.0,True
NT406,BMI - THE BLACKHEATH HOSPITAL,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,10,10,83.0,569.0,100.0,True
NT406,BMI - THE BLACKHEATH HOSPITAL,101,Urology Service,True,Included: Urology treatment function commonly includes operative admitted pathways.,10,10,41.0,307.0,100.0,True
NT408,BMI - THE CHAUCER HOSPITAL,100,General Surgery Service,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,10,10,29.0,161.0,100.0,True
NT408,BMI - THE CHAUCER HOSPITAL,502,Gynaecology Service,True,Included: Gynaecology treatment function has admitted operative pathways.,10,10,40.0,245.0,100.0,True
NT408,BMI - THE CHAUCER HOSPITAL,130,Ophthalmology Service,True,Included: Ophthalmology treatment function commonly includes operative pathways.,10,10,9.0,38.0,100.0,True
NT408,BMI - THE CHAUCER HOSPITAL,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,10,10,111.0,481.0,100.0,True
NT408,BMI - THE CHAUCER HOSPITAL,101,Urology Service,True,Included: Urology treatment function commonly includes operative admitted pathways.,10,10,22.0,75.0,100.0,True
NT410,BMI - THE CHILTERN HOSPITAL,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,10,10,70.0,486.0,100.0,True
NT410,BMI - THE CHILTERN HOSPITAL,101,Urology Service,True,Included: Urology treatment function commonly includes operative admitted pathways.,10,10,2.0,43.0,100.0,True
NT411,BMI - THE CLEMENTINE CHURCHILL HOSPITAL,100,General Surgery Service,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,10,10,5.0,167.0,100.0,True
NT411,BMI - THE CLEMENTINE CHURCHILL HOSPITAL,502,Gynaecology Service,True,Included: Gynaecology treatment function has admitted operative pathways.,10,10,7.0,216.0,100.0,True
NT411,BMI - THE CLEMENTINE CHURCHILL HOSPITAL,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,10,10,22.0,309.0,100.0,True
NT411,BMI - THE CLEMENTINE CHURCHILL HOSPITAL,101,Urology Service,True,Included: Urology treatment function commonly includes operative admitted pathways.,10,10,9.0,174.0,100.0,True
NT412,BMI - THE DROITWICH SPA HOSPITAL,120,Ear Nose and Throat Service,True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",10,10,6.0,113.0,100.0,True
NT412,BMI - THE DROITWICH SPA HOSPITAL,120,"Ear, Nose & Throat (ENT)",True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",42,42,1.0,96.0,100.0,True
NT412,BMI - THE DROITWICH SPA HOSPITAL,100,General Surgery Service,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,10,10,38.0,487.0,100.0,True
NT412,BMI - THE DROITWICH SPA HOSPITAL,502,Gynaecology Service,True,Included: Gynaecology treatment function has admitted operative pathways.,10,10,8.0,149.0,100.0,True
NT412,BMI - THE DROITWICH SPA HOSPITAL,130,Ophthalmology Service,True,Included: Ophthalmology treatment function commonly includes operative pathways.,10,10,10.0,78.0,100.0,True
NT412,BMI - THE DROITWICH SPA HOSPITAL,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,10,10,125.0,1554.0,100.0,True
NT412,BMI - THE DROITWICH SPA HOSPITAL,101,Urology Service,True,Included: Urology treatment function commonly includes operative admitted pathways.,10,10,23.0,169.0,100.0,True
NT413,BMI - THE ESPERANCE HOSPITAL,120,"Ear, Nose & Throat (ENT)",True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",21,21,1.0,8.0,100.0,True
NT418,BMI - THE HAMPSHIRE CLINIC,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,10,10,12.0,113.0,100.0,True
NT418,BMI - THE HAMPSHIRE CLINIC,101,Urology Service,True,Included: Urology treatment function commonly includes operative admitted pathways.,10,10,23.0,50.0,100.0,True
NT419,BMI - THE HARBOUR HOSPITAL,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,10,10,39.0,79.0,100.0,True
NT420,BMI - THE HIGHFIELD HOSPITAL,120,Ear Nose and Throat Service,True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",10,10,7.0,199.0,100.0,True
NT420,BMI - THE HIGHFIELD HOSPITAL,100,General Surgery Service,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,10,10,258.0,1236.0,100.0,True
NT420,BMI - THE HIGHFIELD HOSPITAL,502,Gynaecology Service,True,Included: Gynaecology treatment function has admitted operative pathways.,10,10,52.0,446.0,100.0,True
NT420,BMI - THE HIGHFIELD HOSPITAL,130,Ophthalmology Service,True,Included: Ophthalmology treatment function commonly includes operative pathways.,10,10,18.0,191.0,100.0,True
NT420,BMI - THE HIGHFIELD HOSPITAL,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,10,10,233.0,1572.0,100.0,True
NT420,BMI - THE HIGHFIELD HOSPITAL,101,Urology Service,True,Included: Urology treatment function commonly includes operative admitted pathways.,10,10,60.0,262.0,100.0,True
NT421,BMI - THE KINGS OAK HOSPITAL,100,General Surgery Service,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,10,10,18.0,102.0,100.0,True
NT421,BMI - THE KINGS OAK HOSPITAL,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,10,10,27.0,542.0,100.0,True
NT421,BMI - THE KINGS OAK HOSPITAL,101,Urology Service,True,Included: Urology treatment function commonly includes operative admitted pathways.,10,10,13.0,365.0,100.0,True
NT422,BMI - THE LONDON INDEPENDENT HOSPITAL,100,General Surgery Service,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,10,10,122.0,809.0,100.0,True
NT422,BMI - THE LONDON INDEPENDENT HOSPITAL,502,Gynaecology Service,True,Included: Gynaecology treatment function has admitted operative pathways.,10,10,42.0,1034.0,100.0,True
NT422,BMI - THE LONDON INDEPENDENT HOSPITAL,130,Ophthalmology Service,True,Included: Ophthalmology treatment function commonly includes operative pathways.,10,10,5.0,59.0,100.0,True
NT422,BMI - THE LONDON INDEPENDENT HOSPITAL,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,10,10,250.0,2227.0,100.0,True
NT422,BMI - THE LONDON INDEPENDENT HOSPITAL,101,Urology Service,True,Included: Urology treatment function commonly includes operative admitted pathways.,10,10,91.0,668.0,100.0,True
NT423,BMI - THE MANOR HOSPITAL,100,General Surgery Service,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,10,10,6.0,50.0,100.0,True
NT423,BMI - THE MANOR HOSPITAL,502,Gynaecology Service,True,Included: Gynaecology treatment function has admitted operative pathways.,10,10,33.0,328.0,100.0,True
NT423,BMI - THE MANOR HOSPITAL,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,10,10,72.0,357.0,100.0,True
NT423,BMI - THE MANOR HOSPITAL,101,Urology Service,True,Included: Urology treatment function commonly includes operative admitted pathways.,10,10,14.0,159.0,100.0,True
NT427,BMI - THE PARK HOSPITAL,100,General Surgery Service,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,10,10,37.0,134.0,100.0,True
NT427,BMI - THE PARK HOSPITAL,502,Gynaecology Service,True,Included: Gynaecology treatment function has admitted operative pathways.,10,10,14.0,125.0,100.0,True
NT427,BMI - THE PARK HOSPITAL,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,10,10,63.0,441.0,100.0,True
NT427,BMI - THE PARK HOSPITAL,101,Urology Service,True,Included: Urology treatment function commonly includes operative admitted pathways.,10,10,7.0,78.0,100.0,True
NT428,BMI - THE PRINCESS MARGARET HOSPITAL,502,Gynaecology Service,True,Included: Gynaecology treatment function has admitted operative pathways.,10,10,9.0,73.0,100.0,True
NT428,BMI - THE PRINCESS MARGARET HOSPITAL,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,10,10,3.0,27.0,100.0,True
NT428,BMI - THE PRINCESS MARGARET HOSPITAL,101,Urology Service,True,Included: Urology treatment function commonly includes operative admitted pathways.,1,1,2.0,2.0,100.0,True
NT429,BMI - THE PRIORY HOSPITAL,100,General Surgery Service,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,10,10,16.0,149.0,100.0,True
NT429,BMI - THE PRIORY HOSPITAL,502,Gynaecology Service,True,Included: Gynaecology treatment function has admitted operative pathways.,10,10,15.0,294.0,100.0,True
NT429,BMI - THE PRIORY HOSPITAL,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,10,10,37.0,922.0,100.0,True
NT430,BMI - THE RIDGEWAY HOSPITAL,100,General Surgery Service,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,10,10,89.0,261.0,100.0,True
NT430,BMI - THE RIDGEWAY HOSPITAL,130,Ophthalmology Service,True,Included: Ophthalmology treatment function commonly includes operative pathways.,10,10,23.0,106.0,100.0,True
NT430,BMI - THE RIDGEWAY HOSPITAL,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,10,10,13.0,188.0,100.0,True
NT430,BMI - THE RIDGEWAY HOSPITAL,101,Urology Service,True,Included: Urology treatment function commonly includes operative admitted pathways.,10,10,26.0,134.0,100.0,True
NT431,BMI - THE RUNNYMEDE HOSPITAL,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,10,10,3.0,28.0,100.0,True
NT434,BMI - THE SAXON CLINIC,100,General Surgery Service,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,10,10,20.0,60.0,100.0,True
NT434,BMI - THE SAXON CLINIC,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,10,10,35.0,280.0,100.0,True
NT435,BMI - THE SHELBURNE HOSPITAL,130,Ophthalmology Service,True,Included: Ophthalmology treatment function commonly includes operative pathways.,1,1,9.0,34.0,100.0,True
NT439,BMI - THE SOUTH CHESHIRE PRIVATE HOSPITAL,120,"Ear, Nose & Throat (ENT)",True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",28,28,1.0,10.0,100.0,True
NT443,BMI - THE WINTERBOURNE HOSPITAL,100,General Surgery Service,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,10,10,61.0,72.0,100.0,True
NT443,BMI - THE WINTERBOURNE HOSPITAL,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,10,10,261.0,476.0,100.0,True
NT440,BMI - THORNBURY HOSPITAL,100,General Surgery Service,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,10,10,20.0,52.0,100.0,True
NT440,BMI - THORNBURY HOSPITAL,502,Gynaecology Service,True,Included: Gynaecology treatment function has admitted operative pathways.,10,10,19.0,58.0,100.0,True
NT440,BMI - THORNBURY HOSPITAL,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,10,10,47.0,121.0,100.0,True
NT441,BMI - THREE SHIRES HOSPITAL,100,General Surgery Service,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,10,10,133.0,555.0,100.0,True
NT441,BMI - THREE SHIRES HOSPITAL,502,Gynaecology Service,True,Included: Gynaecology treatment function has admitted operative pathways.,10,10,127.0,495.0,100.0,True
NT441,BMI - THREE SHIRES HOSPITAL,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,10,10,194.0,1423.0,100.0,True
NT441,BMI - THREE SHIRES HOSPITAL,101,Urology Service,True,Included: Urology treatment function commonly includes operative admitted pathways.,10,10,14.0,37.0,100.0,True
NT497,BMI GISBURNE PARK HOSPITAL,120,Ear Nose and Throat Service,True,"Included: Ear, Nose and Throat treatment function commonly includes operative pathways.",3,3,3.0,135.0,100.0,True
NT497,BMI GISBURNE PARK HOSPITAL,100,General Surgery Service,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,3,3,4.0,43.0,100.0,True
NT497,BMI GISBURNE PARK HOSPITAL,130,Ophthalmology Service,True,Included: Ophthalmology treatment function commonly includes operative pathways.,3,3,4.0,35.0,100.0,True
NT497,BMI GISBURNE PARK HOSPITAL,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,3,3,2.0,65.0,100.0,True
NT455,BMI MOUNT ALVERNIA HOSPITAL,100,General Surgery Service,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,10,10,4.0,20.0,100.0,True
NT455,BMI MOUNT ALVERNIA HOSPITAL,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,10,10,12.0,97.0,100.0,True
NT490,BMI SOUTHEND PRIVATE HOSPITAL,130,Ophthalmology Service,True,Included: Ophthalmology treatment function commonly includes operative pathways.,10,10,81.0,1336.0,100.0,True
NT490,BMI SOUTHEND PRIVATE HOSPITAL,160,Plastic Surgery Service,True,Included: Plastic Surgery treatment function.,10,10,10.0,56.0,100.0,True
NT490,BMI SOUTHEND PRIVATE HOSPITAL,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,10,10,19.0,99.0,100.0,True
NT446,BMI ST EDMUNDS HOSPITAL,100,General Surgery Service,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,10,10,14.0,81.0,100.0,True
NT446,BMI ST EDMUNDS HOSPITAL,130,Ophthalmology Service,True,Included: Ophthalmology treatment function commonly includes operative pathways.,10,10,6.0,59.0,100.0,True
NT446,BMI ST EDMUNDS HOSPITAL,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,10,10,17.0,575.0,100.0,True
NT446,BMI ST EDMUNDS HOSPITAL,101,Urology Service,True,Included: Urology treatment function commonly includes operative admitted pathways.,10,10,10.0,92.0,100.0,True
NT451,BMI THE CAVELL HOSPITAL,502,Gynaecology Service,True,Included: Gynaecology treatment function has admitted operative pathways.,10,10,36.0,240.0,100.0,True
NT451,BMI THE CAVELL HOSPITAL,110,Trauma and Orthopaedic Service,True,Included: Trauma and Orthopaedics treatment function commonly includes admitted operative pathways.,10,10,18.0,314.0,100.0,True
NT451,BMI THE CAVELL HOSPITAL,101,Urology Service,True,Included: Urology treatment function commonly includes operative admitted pathways.,10,10,5.0,77.0,100.0,True
NT447,BMI THE DUCHY HOSPITAL,100,General Surgery Service,True,Included: General Surgery treatment function commonly includes operative admitted pathways.,10,10,11.0,97.0,100.0,True
